S0,S101,S110,S111,S102,S103,S104,S105,S200,S201,S300,S600,S601,S602,S604,S701,S702,S704,S800,S801,S802,S900,S1100,S1400,S1500,S1501,S1502,S1001,S113,S114,S106,S107,S202
42683.1375027083,2096.8,2099.48291015625,83,0,3.67933583259583,0.0732772871851921,1.08161842823029,34.3626358032227,36.4389999999999,142.397347448796,1.19617135316402,1.19617135316402,1.126574687,1.12418386850271,1.32741666666667,1.45868018018018,0.915387387387387,30.5691627811741,30.5691627811741,,31.5278378378378,,,,,,32.397458384073,,,56.0507041310361,1.07045934444876,1.51576181965046
42683.1376832755,2097.2,2099.48291015625,83,0,3.27632808685303,0,1.10728394985199,33.2452735900879,36.439,137.798224146212,1.19616824110349,1.19616824110349,1.126574687,1.12418818128282,1.32621739130435,1.4560652173913,0.926282608695652,30.5704603609831,30.5704603609831,,31.5327536231884,,,,,,32.3834741423221,,,93.0632664043316,0.644722695841324,2.66799503846099
42683.1378499769,2097.6,2099.48291015625,83,0,2.87328124046326,0.0732772871851921,1.12955248355865,32.6680961608887,36.439,141.718810581604,1.19616427266409,1.19616427266409,1.126574687,1.12418316659473,1.32472222222222,1.45445238095238,0.929769841269841,30.5759560721261,30.5759560721261,,31.533492063492,,,,,,32.37714118326,,,100.6790227037,0.595953341507703,3.57243660869296
42683.1380117361,2098,2099.48291015625,83,0,2.47757816314697,0.0732772871851921,1.15000832080841,32.4116775512695,36.439,141.656596248763,1.19616033935419,1.19616033935419,1.126574687,1.12418786941036,1.32011693548387,1.45298790322581,0.931979838709678,30.5827480746854,30.5827480746854,,31.5374193548387,,,,,,32.4081187315769,,,101.951918980763,0.58851270873402,3.89935489728374
42683.1384121296,2098.4,2099.48291015625,83,0,2.0745701789856,0,1.13889253139496,34.5171966552734,36.439,138.998838687852,1.19615506016633,1.19615506016633,1.126574687,1.12418009183909,1.31838651315789,1.44984210526316,0.931360197368421,30.5914726131841,30.5914726131841,,31.5411184210527,,,,,,32.4132398507706,,,41.948314860269,1.43033159257676,3.13179499555889
42683.1385581134,2098.8,2099.48291015625,83,0,1.67503905296326,0.0697952285408974,1.11842238903046,33.0778633117676,36.439,132.274299970563,1.19615109761556,1.19615109761556,1.126574687,1.12416512532668,1.31650909090909,1.45782272727273,0.883222727272728,30.5938666950573,30.5938666950573,,31.5510909090909,,,,,,32.3696256147006,,,113.996671163801,0.526331158510642,2.55804819835316
42683.1387108912,2099.2,2099.48291015625,83,0,1.2701952457428,0.0697952285408974,1.09746849536896,32.3125434875488,36.439,136.29238631101,1.19614993445357,1.19614993445357,1.126574687,1.12414636737422,1.3251052631579,1.4864298245614,0.848833333333334,30.5946345747563,30.5946345747563,,31.5578947368421,,,,,,32.3929211076012,,,110.454544884149,0.543209879348388,3.89779918148643
42683.1455033796,2099.6,2124.47290039063,84,0,25.9240627288818,0.0767593383789063,1.12676346302032,34.5469779968262,36.439,138.198911258983,1.19612483564823,1.19612483564823,1.126574687,1.12417039417085,1.33501488095238,1.50063392857143,0.834904761904762,30.6349317232768,30.6349317232768,,31.4440476190476,,,,,,32.382097875949,,,75.458847351636,0.79513538976287,3.02556762440999
42683.1456422222,2100,2124.47290039063,84,0,25.524881362915,0.0767593383789063,1.10758578777313,31.5522621154785,36.439,135.207071413288,1.19607639401214,1.19607639401214,1.126574687,1.12421550165932,1.33992924528302,1.46682075471698,0.884103773584906,30.7057536143177,30.7057536143177,,31.21,,,,,,32.3783775785361,,,119.889967236865,0.50045889062142,3.3795668006753
42683.146063588,2100.4,2124.47290039063,84,0,25.1257419586182,0,1.05230796337128,31.9994995117187,36.439,151.951218424978,1.19606990827704,1.19606990827704,1.126574687,1.12421758969625,1.33667924528302,1.46425471698113,0.891542452830189,30.710298910081,30.710298910081,,31.2350943396226,,,,,,32.3689271758488,,,39.445146020512,1.52109970562155,4.24177259394807
42683.1465220255,2100.8,2124.47290039063,84,0,24.7266006469727,0,1.08162534236908,33.9455718994141,36.4390000000001,153.802982888956,1.19606201054255,1.19606201054255,1.126574687,1.12422277518681,1.33148714285714,1.45947142857143,0.900104285714287,30.7160119628906,30.7160119628906,,31.2672571428572,,,,,,32.375228194339,,,36.2826631649204,1.65368235863156,4.04470773751395
42683.1466682407,2101.2,2124.47290039063,84,0,24.3274612426758,0,1.10238134860992,34.0066078186035,36.439,145.581039768546,1.19605912266356,1.19605912266356,1.126574687,1.12423054088246,1.32452727272727,1.45656363636364,0.906227272727272,30.7271023837003,30.7271023837003,,31.2870909090909,,,,,,32.3878531716907,,,113.73070393391,0.527562020849415,2.36862631225586
42683.1467955556,2101.6,2124.47290039063,84,0,23.9283199310303,0.0767593383789063,1.1195410490036,33.9072608947754,36.439,143.001320227512,1.19605804160237,1.19605804160237,1.126574687,1.12424394488335,1.32641666666667,1.45679166666667,0.908953125,30.7250835895538,30.7250835895538,,31.3089583333333,,,,,,32.3748813792137,,,130.64727205259,0.459251839378996,2.49127247873942
42683.1469135995,2102,2124.47290039063,84,0,23.521484375,0,1.13807237148285,33.3319038391113,36.439,145.13184914877,1.1960574365192,1.1960574365192,1.126574687,1.12424195342594,1.32404444444444,1.45487222222222,0.908566666666667,30.7291083017985,30.7291083017985,,31.3226666666667,,,,,,32.3938368946741,,,143.661145715249,0.41764946048061,2.86433286200629
42683.1470335995,2102.4,2124.47290039063,84,0,23.1223430633545,0.0767593383789063,1.16313302516937,33.2417991638184,36.439,148.028856284845,1.19605701407661,1.19605701407661,1.126574687,1.12423444312552,1.32161956521739,1.45175543478261,0.909994565217391,30.7263136739316,30.7263136739316,,31.3369565217391,,,,,,32.3630469886964,,,138.50694794349,0.433191265065486,3.19795848481551
42683.1471563889,2102.8,2124.47290039063,84,0,22.7155075073242,0.0767593383789063,1.18097484111786,33.2575698852539,36.439,151.114118292832,1.19605613804382,1.19605613804382,1.126574687,1.12422111241714,1.31826630434783,1.44840760869565,0.910777173913044,30.7296169115149,30.7296169115149,,31.3454347826087,,,,,,32.3598039610163,,,138.109152737429,0.434438984026433,3.21368888655953
42683.1472770602,2103.2,2124.47290039063,84,0,22.3240222930908,0,1.17130172252655,33.0351974487305,36.439,151.424632010439,1.19605484972829,1.19605484972829,1.126574687,1.1242417226667,1.31977717391304,1.44751086956522,0.913706521739131,30.7338009709897,30.7338009709897,,31.3534782608696,,,,,,32.3780522929364,,,135.112216820549,0.444075313187183,3.27152062590226
42683.1473994444,2103.6,2124.47290039063,84,0,21.9248828887939,0.0767593383789063,1.15338385105133,33.1140266418457,36.439,151.24863750887,1.19605424588454,1.19605424588454,1.126574687,1.12423851642203,1.31974468085106,1.44656914893617,0.91511170212766,30.73463086879,30.73463086879,,31.3721276595744,,,,,,32.3691065274627,,,135.910720491795,0.441466278619441,3.38395911293841
42683.1475259954,2104,2124.47290039063,84,0,21.5257415771484,0.0767593383789063,1.13598382472992,33.0380661010742,36.439,152.503372192801,1.19605427063103,1.19605427063103,1.126574687,1.12423404480549,1.31706382978723,1.44232978723404,0.914574468085106,30.7354928280445,30.7354928280445,,31.3744680851064,,,,,,32.3502268222781,,,131.435894253439,0.456496304459315,3.39384867501766
